date = 2022/02/30
apparatus = Rockwell Retro Encabulator
time encabulation
5.8124 0.4322
5.8286 0.5145
5.8437 0.4881
5.8575 0.6113
5.8700 0.5337
5.8810 0.4581
5.8906 0.5521
5.8985 0.4534
5.9048 0.5071
5.9093 0.5958
5.9119 0.5671
5.9127 0.6545
5.9115 0.5979
5.9085 0.6128
5.9038 0.6525
5.8975 0.6961
5.8895 0.5533
5.8801 0.6115
5.8691 0.6604
5.8568 0.6616
5.8432 0.7028
5.8284 0.5585
5.8124 0.6635
5.7953 0.6821
5.7772 0.7359
5.7581 0.8164
5.7382 0.7306
5.7175 0.6582
5.6960 0.7251
5.6739 0.7721
5.6511 0.8136
5.6279 0.7078
5.6042 0.6708
5.5801 0.7403
5.5558 0.6671
5.5312 0.7828
5.5064 0.7517
5.4815 0.7373
5.4567 0.7546
5.4319 0.8516
5.4072 0.8018
5.3827 0.8826
5.3584 0.8341
5.3345 0.8352
5.3110 0.7657
5.2879 0.8747
5.2651 0.9065
5.2426 0.8007
5.2205 0.8069
5.1987 0.8607
5.1772 0.8437
5.1560 0.8704
5.1351 0.8889
5.1145 0.8726
5.0941 0.8214
5.0740 0.8559
5.0542 0.9234
5.0346 0.9218
5.0153 0.7211
4.9961 0.9433
4.9772 0.9468
4.9585 0.8766
4.9400 1.0065
4.9216 0.9551
4.9034 0.9821
4.8854 0.8904
4.8676 0.8914
4.8499 0.9866
4.8323 0.9419
4.8148 0.9701
4.7975 0.9941
4.7802 0.9215
4.7631 0.9385
4.7460 1.0325
4.7290 0.9353
4.7121 1.0349
4.6952 0.8840
4.6783 0.9402
4.6615 0.8581
4.6447 0.9262
4.6280 0.9353
4.6112 1.0035
4.5944 1.0018
4.5776 0.9439
4.5608 0.9986
4.5439 0.9179
4.5270 0.9800
4.5100 0.9617
4.4930 1.0387
4.4759 0.9676
4.4587 0.9702
4.4414 0.9379
4.4239 1.0033
4.4064 0.9790
4.3888 0.9793
4.3710 0.9742
4.3531 0.9429
4.3351 0.9623
4.3169 1.0220
4.2987 1.0183
4.2804 0.9087
4.2619 1.0565
4.2434 0.9611
4.2248 0.9166
4.2061 1.0157
4.1873 0.9738
4.1685 0.9752
4.1495 0.9701
4.1306 0.9674
4.1115 0.8810
4.0924 1.0027
4.0733 1.0209
4.0541 1.0544
4.0349 1.0192
4.0157 0.9656
3.9964 0.9762
3.9771 0.9012
3.9578 1.0166
3.9385 1.0245
3.9191 1.0701
3.8998 1.0027
3.8804 0.9512
3.8611 0.9557
3.8418 0.9437
3.8225 1.1061
3.8032 0.9161
3.7839 0.9468
3.7647 1.0265
3.7455 1.0853
3.7263 1.0138
3.7072 1.0520
3.6881 0.9474
3.6690 1.0317
3.6500 0.9843
3.6310 1.0346
3.6120 0.9562
3.5930 0.9840
3.5740 1.0713
3.5551 1.0447
3.5362 0.8872
3.5173 0.9998
3.4985 0.9221
3.4796 1.0390
3.4608 1.0259
3.4420 0.9902
3.4232 0.9399
3.4044 0.9613
3.3856 0.9852
3.3669 0.9864
3.3481 0.9251
3.3294 0.9527
3.3106 0.9843
3.2919 0.9971
3.2732 0.9999
3.2545 1.0152
3.2357 1.0124
3.2170 0.9941
3.1983 0.9637
3.1796 0.9214
3.1609 0.9832
3.1422 1.0609
3.1235 0.9796
3.1048 0.9576
3.0860 0.9300
3.0673 0.9960
3.0486 0.9286
3.0298 0.9801
3.0111 0.9943
2.9923 0.9415
2.9736 0.8957
2.9548 0.9370
2.9360 0.9595
2.9172 0.9257
2.8983 1.0051
2.8795 0.9143
2.8606 0.9250
2.8417 0.9671
2.8228 0.8594
2.8039 0.9257
2.7850 0.9187
2.7660 0.9847
2.7471 0.9776
2.7281 0.9415
2.7091 0.8962
2.6902 0.8636
2.6712 0.9484
2.6523 0.9014
2.6334 1.0124
2.6145 0.8905
2.5956 0.8562
2.5767 0.9090
2.5579 0.8635
2.5391 0.9637
2.5204 0.8352
2.5017 0.9142
2.4830 0.8245
2.4644 0.8274
2.4458 0.9610
2.4273 0.8832
2.4089 0.8077
2.3905 0.8795
2.3722 0.9367
2.3540 0.8003
2.3358 0.8131
2.3177 0.8022
2.2998 0.8008
2.2819 0.8023
2.2640 0.8190
2.2463 0.7712
2.2287 0.7402
2.2112 0.7917
2.1938 0.7567
2.1765 0.8830
2.1593 0.8315
2.1421 0.8654
2.1250 0.8351
2.1078 0.8352
2.0907 0.6883
2.0735 0.7559
2.0563 0.8010
2.0389 0.8350
2.0215 0.8993
2.0039 0.7773
1.9862 0.6914
1.9684 0.7365
1.9503 0.7579
1.9320 0.7730
1.9134 0.7547
1.8946 0.7330
1.8755 0.7722
1.8561 0.7233
1.8364 0.7875
1.8163 0.6068
1.7960 0.7008
1.7756 0.7187
1.7556 0.6963
1.7362 0.6293
1.7177 0.7026
1.7003 0.5277
1.6843 0.5599
1.6701 0.6321
1.6579 0.6007
1.6479 0.6195
1.6406 0.5567
1.6361 0.6080
1.6348 0.6236
1.6366 0.4871
1.6412 0.5813
1.6486 0.5296
1.6584 0.4034
1.6704 0.2937
1.6845 0.4573
1.7003 0.3918
1.7177 0.4546
1.7365 0.5108
1.7563 0.5059
1.7771 0.4327
1.7986 0.2728
1.8204 0.4264
1.8426 0.3645
1.8647 0.4005
1.8866 0.3309
1.9082 0.3442
1.9293 0.3112
1.9500 0.3679
1.9703 0.2676
1.9903 0.3687
2.0099 0.3445
2.0292 0.3175
2.0482 0.2893
2.0670 0.3782
2.0854 0.2420
2.1037 0.2954
2.1217 0.2349
2.1395 0.2438
2.1571 0.2420
2.1746 0.2634
2.1920 0.2384
2.2092 0.3063
2.2263 0.3049
2.2433 0.2428
2.2603 0.2751
2.2772 0.2369
2.2941 0.2150
2.3111 0.1374
2.3280 0.1782
2.3449 0.2066
2.3620 0.2123
2.3791 0.2143
2.3963 0.2501
2.4136 0.0804
2.4310 0.1562
2.4485 0.2046
2.4662 0.1670
2.4839 0.2573
2.5017 0.1312
2.5196 0.0960
2.5376 0.3098
2.5557 0.1416
2.5739 0.2464
2.5922 0.1975
2.6105 0.1359
2.6289 0.1551
2.6474 0.1881
2.6660 0.2754
2.6846 0.1465
2.7033 0.1217
2.7220 0.2528
2.7408 0.1757
2.7597 0.1385
2.7786 0.1676
2.7976 0.1415
2.8166 0.2193
2.8357 0.1297
2.8548 0.1050
2.8740 0.1785
2.8931 0.1482
2.9124 0.1062
2.9316 0.1468
2.9509 0.1485
2.9702 0.1567
2.9895 0.1778
3.0089 0.1817
3.0282 0.1494
3.0476 0.1583
3.0670 0.1247
3.0864 0.2125
3.1058 0.0551
3.1252 0.2495
3.1446 0.0908
3.1640 0.1930
3.1834 0.1182
3.2028 0.1114
3.2222 0.0020
3.2415 0.1642
3.2609 0.0847
3.2802 0.1512
3.2995 0.1028
3.3188 0.0949
3.3381 0.0336
3.3573 0.0973
3.3766 0.1812
3.3958 0.1362
3.4150 0.0668
3.4341 0.1108
3.4533 0.0912
3.4724 0.1435
3.4915 0.0595
3.5106 0.1987
3.5297 0.0397
3.5488 0.1249
3.5678 0.0753
3.5869 0.1064
3.6059 0.0684
3.6249 0.0321
3.6439 0.0723
3.6629 0.1266
3.6819 0.1400
3.7008 0.1435
3.7197 0.0860
3.7387 0.1262
3.7576 0.1270
3.7765 0.0653
3.7954 0.1023
3.8142 0.0737
3.8331 0.0999
3.8520 0.1276
3.8708 0.1297
3.8896 0.1088
3.9085 0.0320
3.9273 0.0896
3.9461 0.1574
3.9649 0.0809
3.9837 0.0982
4.0025 0.1815
4.0212 0.0772
4.0400 0.0798
4.0588 0.0365
4.0775 0.1141
4.0963 0.0685
4.1150 0.1301
4.1337 0.1684
4.1525 -0.0014
4.1712 0.0590
4.1899 0.1377
4.2086 -0.0600
4.2273 0.0410
4.2461 0.1447
4.2648 -0.0834
4.2835 0.1348
4.3022 0.0324
4.3209 0.1177
4.3396 0.0654
4.3583 0.0486
4.3770 0.0853
4.3957 0.0993
4.4143 0.0783
4.4330 0.1787
4.4517 0.1240
4.4704 0.0905
4.4891 0.0882
4.5078 0.0503
4.5265 0.1028
4.5452 0.0541
4.5639 0.0731
4.5826 0.1519
4.6013 0.0880
4.6201 0.1016
4.6388 0.0545
4.6575 0.0353
4.6762 0.0359
4.6949 0.1000
4.7137 0.1093
4.7324 -0.0161
4.7512 0.0406
4.7699 0.1270
4.7887 0.0201
4.8074 0.0362
4.8262 0.1441
4.8450 0.0766
4.8638 0.0398
4.8825 -0.0283
4.9013 0.0521
4.9201 0.0059
4.9389 0.1088
4.9577 0.0532
4.9765 0.0049
4.9953 0.0620
5.0141 -0.0044
5.0330 0.0115
5.0518 0.1195
5.0706 0.0691
5.0894 0.0021
5.1083 0.0495
5.1271 0.0969
5.1460 0.1141
5.1648 0.1689
5.1837 0.0046
5.2025 0.1092
5.2214 0.0832
5.2402 0.0078
5.2591 0.1396
5.2780 0.1148
5.2968 -0.0388
5.3157 0.1230
5.3346 0.0166
5.3535 0.0403
5.3723 0.0124
5.3912 -0.0140
5.4101 0.1403
5.4290 0.1118
5.4479 0.0918
5.4668 -0.0320
5.4857 -0.0254
5.5046 0.0116
5.5235 0.0290
5.5424 0.0678
5.5613 0.0480
5.5802 0.1065
5.5991 -0.0110
5.6180 -0.0206
5.6369 0.0169
5.6559 0.0897
5.6748 0.1186
5.6937 0.0695
5.7126 -0.0433
5.7315 0.0255
5.7505 0.0006
5.7694 0.0836
5.7883 0.0177
5.8072 0.1061
5.8261 -0.0256
5.8451 -0.0175
5.8640 0.0934
5.8829 0.0615
5.9019 0.1179
5.9208 0.0416
5.9397 0.1402
5.9586 0.0141
5.9776 0.0204
5.9965 -0.0499
6.0154 0.0195
6.0343 0.0223
6.0533 0.0732
6.0722 0.0028
6.0911 0.0510
6.1101 -0.0282
6.1290 0.0123
6.1479 0.1087
6.1668 0.0096
6.1858 -0.0012
6.2047 0.0320
6.2236 -0.0118
6.2425 0.0065
6.2615 0.0323
6.2804 -0.0420
6.2993 -0.0013
6.3182 -0.0381
6.3371 0.0044
6.3560 0.0570
6.3749 0.0442
6.3939 0.0141
6.4128 0.0979
6.4317 -0.0058
6.4506 -0.0342
6.4695 0.0360
6.4884 0.0001
6.5073 0.0591
6.5262 0.0993
6.5451 0.0458
6.5640 0.0468
6.5829 0.0654
6.6018 -0.0310
6.6207 0.0329
6.6396 0.0627
6.6585 -0.0224
6.6774 -0.0990
6.6963 0.0703
6.7152 0.0128
6.7341 -0.0101
6.7530 0.0327
6.7719 -0.1261
6.7908 0.0383
6.8096 0.0087
6.8285 0.0058
6.8474 -0.0117
6.8663 -0.0309
6.8852 -0.0092
6.9041 0.0870
6.9230 0.0865
6.9418 0.0852
6.9607 0.0915
6.9796 -0.0162
6.9985 0.0323
7.0174 0.0296
7.0362 0.0779
7.0551 -0.0358
7.0740 0.0261
7.0929 0.0462
7.1118 -0.0175
7.1306 0.0067
7.1495 0.0008
7.1684 -0.0464
7.1873 -0.0073
7.2061 0.0518
7.2250 0.0384
7.2439 0.0815
7.2627 0.0525
7.2816 0.0989
7.3005 -0.0042
7.3194 -0.0181
7.3382 -0.0031
7.3571 -0.0298
7.3760 -0.0484
7.3948 0.1216
7.4137 0.1521
7.4326 -0.0552
7.4514 -0.0010
7.4703 0.0598
7.4892 0.0450
7.5080 0.0176
7.5269 0.0133
7.5458 -0.0127
7.5646 -0.0197
7.5835 -0.0410
7.6023 0.0323
7.6212 0.0434
7.6401 -0.0366
7.6589 0.0199
7.6778 0.0328
7.6967 0.0283
7.7155 0.0911
7.7344 -0.0960
7.7532 0.0100
7.7721 0.0965
7.7910 -0.1132
7.8098 0.0572
7.8287 -0.0648
7.8475 0.0037
7.8664 -0.1075
7.8853 -0.0418
7.9041 0.0827
7.9230 0.0757
7.9418 -0.0186
7.9607 -0.1185
7.9795 -0.0115
7.9984 0.0340
8.0173 0.0979
8.0361 0.0603
8.0550 0.0120
8.0738 0.0013
8.0927 0.0300
8.1116 -0.0213
8.1304 0.0249
8.1493 -0.0096
8.1681 -0.0207
8.1870 -0.0149
8.2059 0.0413
8.2247 0.0776
8.2436 0.0337
8.2624 0.0640
8.2813 -0.0217
8.3002 -0.0295
8.3190 -0.0355
8.3379 0.0142
8.3567 -0.0251
8.3756 -0.0532
8.3945 0.1009
8.4133 -0.0122
8.4322 0.0141
8.4510 0.0638
8.4699 0.0706
8.4888 -0.0544
8.5076 0.0295
8.5265 0.0373
8.5454 0.0058
8.5642 -0.0314
8.5831 -0.0801
8.6020 0.0556
8.6208 0.0108
8.6397 0.0715
8.6586 0.0842
8.6774 0.0224
8.6963 0.1171
8.7152 0.0190
8.7340 0.1044
8.7529 -0.0665
8.7718 0.0237
8.7906 -0.0609
8.8095 -0.0159
8.8284 0.0480
8.8472 -0.0321
8.8661 0.0917
8.8850 0.0949
8.9039 0.0052
8.9227 -0.0163
8.9416 -0.0268
8.9605 0.0331
8.9794 -0.0562
8.9982 0.0735
9.0171 0.0536
9.0360 0.0032
9.0549 0.0336
9.0737 0.0083
9.0926 0.0510
9.1115 0.0765
9.1304 0.0158
9.1493 -0.0444
9.1681 -0.0219
9.1870 0.0123
9.2059 0.0289
9.2248 0.0049
9.2437 -0.0319
9.2626 -0.0099
9.2815 -0.0344
9.3004 0.0818
9.3192 0.0223
9.3381 0.0051
9.3570 0.0397
9.3759 -0.0294
9.3948 0.0445
9.4137 -0.0164
9.4326 0.0243
9.4515 0.0772
9.4704 0.0007
9.4893 -0.1113
9.5082 0.0113
9.5271 0.0266
9.5460 -0.0474
9.5649 -0.0092
9.5838 0.0124
9.6027 0.0234
9.6216 0.0252
9.6405 0.0112
9.6594 0.0547
9.6783 0.0195
9.6973 -0.0165
9.7162 0.0015
9.7351 0.0664
9.7540 -0.0636
9.7729 -0.0425
9.7918 0.0040
9.8107 0.0467
9.8297 0.0452
9.8486 -0.0291
9.8675 0.0057
9.8864 0.0266
9.9054 0.0178
9.9243 0.0185
9.9432 -0.0401
9.9621 -0.0398
9.9811 -0.0452
10.0000 0.0757
