date = 2022/02/31
apparatus = Rockwell Micro Encabulator
time,encabulation
3.9749,0.8793
3.9536,1.0340
3.9323,0.9576
3.9110,1.0172
3.8897,0.9770
3.8684,0.9718
3.8471,1.1321
3.8259,0.9391
3.8046,0.9410
3.7833,1.0107
3.7621,1.0221
3.7409,0.9990
3.7196,0.8736
3.6984,0.9988
3.6772,0.9876
3.6560,1.0412
3.6349,0.8978
3.6137,0.9987
3.5926,0.9359
3.5714,0.9101
3.5503,0.9663
3.5292,0.9081
3.5081,0.9070
3.4871,1.0105
3.4660,0.9243
3.4450,0.9932
3.4241,0.9082
3.4032,0.9397
3.3823,0.9309
3.3614,0.9275
3.3407,0.8801
3.3199,0.9426
3.2992,0.9513
3.2786,0.9116
3.2580,0.9352
3.2375,0.8479
3.2171,0.8334
3.1967,0.8168
3.1764,0.8705
3.1562,0.7981
3.1361,0.8606
3.1160,0.8542
3.0960,0.8648
3.0760,0.8003
3.0561,0.8946
3.0363,0.9385
3.0165,0.8411
2.9967,0.8194
2.9771,0.8184
2.9574,0.8106
2.9379,0.8889
2.9183,0.7366
2.8989,0.7728
2.8794,0.7208
2.8600,0.7773
2.8407,0.7179
2.8214,0.7393
2.8029,0.7334
2.7868,0.7171
2.7746,0.6090
2.7680,0.6434
2.7685,0.6149
2.7758,0.6268
2.7885,0.5788
2.8051,0.5716
2.8238,0.6070
2.8434,0.4696
2.8630,0.5159
2.8828,0.4286
2.9028,0.5048
2.9228,0.3787
2.9430,0.5469
2.9633,0.5234
2.9837,0.5358
3.0042,0.4120
3.0248,0.5321
3.0455,0.4456
3.0663,0.4899
3.0871,0.4908
3.1080,0.4216
3.1289,0.3935
3.1499,0.4766
3.1710,0.4327
3.1921,0.3444
3.2132,0.5499
3.2344,0.4821
3.2556,0.4807
3.2769,0.4558
3.2982,0.4229
3.3195,0.4596
3.3408,0.5092
3.3622,0.4438
3.3836,0.4593
3.4050,0.4942
3.4265,0.4519
3.4480,0.4017
3.4695,0.3605
3.4910,0.3952
3.5125,0.4761
3.5341,0.4002
3.5556,0.4387
3.5772,0.4434
3.5988,0.4307
3.6203,0.4144
3.6419,0.4457
3.6635,0.4295
3.6850,0.4603
3.7065,0.4933
3.7281,0.4554
3.7495,0.4495
3.7710,0.5693
3.7924,0.4666
3.8139,0.4687
3.8352,0.4533
3.8565,0.4185
3.8778,0.3771
3.8991,0.4989
3.9202,0.4715
3.9414,0.4710
3.9624,0.4569
3.9834,0.4177
4.0044,0.4257
4.0252,0.4707
4.0460,0.5315
4.0667,0.4614
4.0874,0.5048
4.1079,0.4653
4.1284,0.5276
4.1488,0.5090
4.1692,0.4470
4.1896,0.4770
4.2100,0.5410
4.2304,0.4907
4.2509,0.5670
4.2714,0.5762
4.2920,0.5154
4.3126,0.5113
4.3334,0.5967
4.3543,0.5072
4.3754,0.5925
4.3966,0.5320
4.4180,0.6161
4.4391,0.5720
4.4594,0.5708
4.4782,0.6065
4.4949,0.6514
4.5089,0.5840
4.5196,0.6324
4.5264,0.6300
4.5287,0.7592
4.5264,0.6933
4.5201,0.7631
4.5104,0.7570
4.4981,0.7977
4.4836,0.8533
4.4677,0.8140
4.4509,0.8508
4.4334,0.7741
4.4153,0.8593
4.3966,0.8287
4.3774,0.7490
4.3576,0.9920
4.3375,0.9335
4.3170,0.9216
4.2962,0.8899
4.2751,0.9035
4.2538,1.0301
4.2323,0.9164
4.2107,0.9541
4.1891,0.9783
4.1675,0.9260
4.1459,0.9334
4.1244,0.9429
4.1030,0.9578
4.0817,0.8836
4.0605,0.8176
4.0393,1.0090
4.0181,0.9716
3.9970,0.8312
3.9760,0.9082
3.9549,0.9092
3.9339,1.0208
3.9129,0.9267
3.8918,1.0059
3.8708,0.9605
3.8497,0.9517
3.8286,0.9142
3.8075,1.0457
3.7864,1.0082
3.7652,0.9603
3.7440,1.0022
3.7227,0.9541
3.7015,1.0257
3.6802,0.9397
3.6589,0.9425
3.6376,0.9903
3.6162,0.9777
3.5949,1.0364
3.5735,0.9708
3.5521,1.0425
3.5307,0.9487
3.5093,1.0128
3.4879,1.0178
3.4665,0.9785
3.4450,1.0421
3.4236,0.9743
3.4022,0.9932
3.3808,0.9342
3.3593,1.0515
3.3379,0.9219
3.3165,1.0873
3.2951,0.9847
3.2737,0.9457
3.2523,0.9606
3.2309,0.9450
3.2096,1.0545
3.1883,0.9661
3.1669,0.9049
3.1456,1.0415
3.1243,0.9680
3.1031,0.9547
3.0818,0.9376
3.0605,1.0123
3.0393,0.9567
3.0180,0.9045
2.9968,0.9803
2.9756,1.0450
2.9544,0.9204
2.9332,0.8300
2.9119,0.9614
2.8907,0.9334
2.8695,0.9655
2.8483,0.9505
2.8271,0.9991
2.8059,0.9290
2.7847,0.8861
2.7635,0.9769
2.7423,0.9019
2.7210,0.9071
2.6998,0.9176
2.6786,0.8310
2.6573,0.9585
2.6361,0.9712
2.6148,0.8713
2.5935,0.8477
2.5723,1.0570
2.5511,0.9670
2.5299,0.8768
2.5088,0.8079
2.4878,0.8347
2.4669,0.8455
2.4460,0.8898
2.4253,0.9569
2.4046,0.8577
2.3842,0.8835
2.3638,0.9657
2.3437,0.8667
2.3237,0.8569
2.3039,0.8636
2.2843,0.7442
2.2649,0.8244
2.2457,0.8298
2.2268,0.7375
2.2082,0.8212
2.1898,0.7343
2.1718,0.8230
2.1546,0.6448
2.1384,0.7922
2.1234,0.6806
2.1100,0.6924
2.0984,0.6753
2.0888,0.7138
2.0816,0.6021
2.0771,0.6207
2.0754,0.5425
2.0769,0.5375
2.0814,0.5268
2.0888,0.4515
2.0988,0.6131
2.1111,0.5062
2.1256,0.4567
2.1420,0.4599
2.1601,0.4847
2.1796,0.4411
2.2004,0.4045
2.2221,0.3181
2.2447,0.3461
2.2678,0.3822
2.2912,0.3961
2.3147,0.3726
2.3381,0.3742
2.3612,0.3206
2.3840,0.4301
2.4067,0.2779
2.4291,0.3190
2.4513,0.3438
2.4732,0.3557
2.4950,0.2654
2.5166,0.3437
2.5381,0.2948
2.5593,0.3011
2.5805,0.3085
2.6014,0.2697
2.6223,0.2429
2.6430,0.2748
2.6636,0.2652
2.6841,0.2465
2.7045,0.2961
2.7249,0.2099
2.7451,0.2747
2.7653,0.2635
2.7855,0.2684
2.8056,0.2123
2.8257,0.2677
2.8458,0.2518
2.8658,0.3314
2.8859,0.2668
2.9060,0.2380
2.9261,0.2482
2.9462,0.1123
2.9664,0.2672
2.9866,0.3233
3.0069,0.2175
3.0273,0.3082
3.0477,0.2261
3.0682,0.2845
3.0888,0.1607
3.1095,0.2181
3.1302,0.2757
3.1510,0.2759
3.1719,0.2557
3.1928,0.2582
3.2138,0.1936
3.2348,0.1462
3.2559,0.1885
3.2770,0.2001
3.2982,0.2225
3.3195,0.2412
3.3407,0.2200
3.3621,0.2166
3.3834,0.1805
3.4048,0.1801
3.4262,0.2144
3.4477,0.2477
3.4691,0.2607
3.4906,0.2599
3.5122,0.2118
3.5337,0.1421
3.5553,0.1566
3.5768,0.1692
3.5984,0.1611
3.6200,0.1869
3.6416,0.1921
3.6632,0.1407
3.6848,0.1925
3.7064,0.1998
3.7280,0.1158
3.7495,0.1665
3.7711,0.1602
3.7927,0.1329
3.8142,0.2059
3.8358,0.0870
3.8573,0.2455
3.8787,0.1285
3.9002,0.1852
3.9217,0.1731
3.9431,0.2009
3.9645,0.2079
3.9859,0.1308
4.0073,0.1217
4.0287,0.1562
4.0500,0.1611
4.0713,0.1886
4.0927,0.2275
4.1140,0.1669
4.1353,0.1633
4.1566,0.1203
4.1778,0.1263
4.1991,0.2340
4.2204,0.0652
4.2416,0.1741
4.2629,0.1986
4.2841,0.0568
4.3053,0.1064
4.3265,0.1875
4.3478,0.1412
4.3690,0.1211
4.3902,0.1260
4.4114,0.1365
4.4326,0.0994
4.4538,0.1152
4.4750,0.1113
4.4961,0.1339
4.5173,0.1867
4.5385,0.1181
4.5597,0.1022
4.5809,0.0521
4.6021,0.1489
4.6233,0.0788
4.6445,0.1056
4.6657,0.1785
4.6869,0.0672
4.7082,0.1438
4.7294,-0.0462
4.7506,0.1419
4.7718,0.0774
4.7931,0.1298
4.8143,0.1945
4.8356,0.1448
4.8568,0.1366
4.8781,-0.0084
4.8994,0.1659
4.9206,0.1650
4.9419,0.0476
4.9632,0.0049
4.9845,0.1264
5.0058,0.1070
5.0271,0.1117
5.0484,0.1489
5.0697,0.1525
5.0910,0.1730
5.1123,0.0961
5.1336,0.0345
5.1550,0.0538
5.1763,0.1186
5.1976,0.1691
5.2190,0.0941
5.2403,0.1226
5.2616,0.0594
5.2830,0.0807
5.3043,0.1121
5.3257,0.0706
5.3470,0.1828
5.3684,0.1433
5.3897,0.2041
5.4111,0.0513
5.4324,-0.0046
5.4538,0.1083
5.4752,0.0711
5.4965,0.0033
5.5179,0.0620
5.5393,0.0786
5.5606,0.1452
5.5820,0.0785
5.6034,0.0843
5.6247,0.1653
5.6461,0.0360
5.6675,0.0020
5.6889,0.1227
5.7102,0.1401
5.7316,0.0087
5.7530,0.0218
5.7744,0.0288
5.7957,0.1096
5.8171,0.0674
5.8385,0.0722
5.8598,0.1161
5.8812,0.0833
5.9026,0.1353
5.9240,0.0200
5.9453,0.2110
5.9667,0.0883
5.9881,0.1015
6.0094,0.0678
6.0308,0.0040
6.0521,0.0518
6.0735,-0.0120
6.0949,0.0458
6.1162,0.0671
6.1376,-0.0308
6.1589,0.0362
6.1803,0.0992
6.2017,0.0453
6.2230,0.0646
6.2444,0.0891
6.2657,0.0477
6.2871,0.0186
6.3084,0.0640
6.3298,-0.0450
6.3511,0.0532
6.3725,0.0564
6.3938,0.0039
6.4152,0.0697
6.4365,0.0925
6.4579,-0.0040
6.4792,0.0464
6.5006,0.0422
6.5219,0.0391
6.5432,0.0520
6.5646,0.0039
6.5859,-0.0152
6.6073,0.1113
6.6286,0.1556
6.6499,0.0129
6.6713,-0.0208
6.6926,-0.0631
6.7140,0.1216
6.7353,0.1440
6.7566,0.0873
6.7780,-0.0618
6.7993,0.1365
6.8206,0.0036
6.8420,0.0442
6.8633,-0.0296
6.8846,0.0701
6.9060,0.1000
6.9273,0.0984
6.9486,-0.0739
6.9700,0.0015
6.9913,0.0652
7.0126,-0.0176
7.0340,0.0057
7.0553,0.0868
7.0766,0.0675
7.0979,-0.0117
7.1193,0.0295
7.1406,-0.0163
7.1619,0.1401
7.1832,-0.0378
7.2046,0.0351
7.2259,0.0526
7.2472,0.0122
7.2685,0.0435
7.2899,0.0275
7.3112,0.0571
7.3325,0.0846
7.3538,0.0731
7.3752,0.0190
7.3965,0.0046
7.4178,0.0536
7.4391,0.0017
7.4605,-0.0245
7.4818,-0.0394
7.5031,0.0559
7.5244,0.0594
7.5458,0.1263
7.5671,0.0047
7.5884,0.0093
7.6097,0.0267
7.6310,-0.0775
7.6524,-0.0284
7.6737,0.0276
7.6950,0.0094
7.7163,-0.0148
7.7376,0.0759
7.7590,0.0480
7.7803,-0.0113
7.8016,0.0517
7.8229,0.0192
7.8443,-0.0067
7.8656,0.1258
7.8869,0.0282
7.9082,0.0175
7.9295,-0.0229
7.9509,0.0038
7.9722,0.0028
7.9935,0.1264
8.0148,-0.0100
8.0362,0.0045
8.0575,0.0824
8.0788,0.0412
8.1001,-0.0193
8.1214,-0.0618
8.1428,0.0076
8.1641,-0.0385
8.1854,-0.0436
8.2067,-0.0050
8.2281,0.0924
8.2494,-0.0419
8.2707,0.1120
8.2920,0.0775
8.3134,-0.0093
8.3347,-0.0087
8.3560,-0.0185
8.3773,0.0287
8.3987,-0.0058
8.4200,-0.0033
8.4413,0.0613
8.4626,-0.0058
8.4840,-0.0541
8.5053,-0.0711
8.5266,-0.0259
8.5480,0.0542
8.5693,-0.0603
8.5906,0.0461
8.6119,-0.0613
8.6333,-0.0629
8.6546,0.0032
8.6759,0.0345
8.6973,-0.1277
8.7186,0.0282
8.7399,-0.0244
8.7613,0.0047
8.7826,-0.0562
8.8039,-0.0227
8.8253,0.0359
8.8466,-0.0372
8.8679,-0.0168
8.8893,0.0198
8.9106,-0.0055
8.9320,-0.0194
8.9533,0.0767
8.9746,0.0100
8.9960,-0.0316
9.0173,-0.0523
9.0387,-0.0366
9.0600,-0.0169
9.0814,-0.0242
9.1027,0.0421
9.1240,0.0538
9.1454,-0.0336
9.1667,0.0328
9.1881,0.0661
9.2094,0.0468
9.2308,0.0117
9.2521,0.0478
9.2735,0.0370
9.2948,0.0562
9.3162,0.0076
9.3375,-0.0143
9.3589,0.0799
9.3802,0.0508
9.4016,0.0070
9.4230,-0.1020
9.4443,0.0071
9.4657,0.0958
9.4870,0.0135
9.5084,0.0499
9.5298,0.0052
9.5511,-0.0128
9.5725,0.0878
9.5939,-0.0227
9.6152,-0.0201
9.6366,-0.0456
9.6580,0.0369
9.6793,0.0108
9.7007,-0.0509
9.7221,-0.0574
9.7434,-0.0073
9.7648,0.0369
9.7862,0.0464
9.8076,-0.0287
9.8289,-0.0269
9.8503,-0.1149
9.8717,-0.0823
9.8931,-0.0137
9.9145,-0.0559
9.9358,0.0281
9.9572,0.1371
9.9786,0.0302
10.0000,-0.0087
